id_propiedad,tipo_propiedad,ciudad,barrio,habitaciones,tamano_m2,precio_publicado,categoria_propiedad
PROP00383,Departamento,Bogotá,Salitre,3,158,385598,Residencial
PROP00384,Departamento,Bogotá,Zona T,1,179,478026,Residencial
PROP00385,Departamento,Bogotá,El Poblado,1,72,255777,Residencial
PROP00386,Casa,Bogotá,Chicó,4,363,1707567,Residencial
PROP00387,Departamento,Ciudad de México,Coyoacán,4,131,514157,Residencial
PROP00388,Departamento,Bogotá,Chicó,1,79,230490,Residencial
PROP00389,Casa,Ciudad de México,Polanco,4,326,1256076,Residencial
PROP00390,Departamento,Ciudad de México,Lomas de Chapultepec,1,126,657673,Residencial
PROP00391,Departamento,Ciudad de México,Del Valle,2,177,594034,Residencial
PROP00392,Departamento,Ciudad de México,Polanco,1,176,497262,Residencial
PROP00393,Departamento,Bogotá,Salitre,4,82,299267,Residencial
PROP00394,Departamento,Bogotá,Rosales,1,70,232391,Residencial
PROP00395,Departamento,Bogotá,Rosales,2,105,448512,Residencial
PROP00396,Comercial,Bogotá,Usaquén,0,224,1363854,Comercial
PROP00397,Casa,Bogotá,Salitre,5,286,1417337,Residencial
PROP00398,Departamento,Bogotá,El Poblado,2,151,370587,Residencial
PROP00399,Departamento,Bogotá,Cedritos,2,102,360666,Residencial
PROP00400,Departamento,Ciudad de México,Interlomas,3,166,766223,Residencial
PROP00401,Casa,Bogotá,Chicó,3,249,651167,Residencial
PROP00402,Departamento,Ciudad de México,Santa Fe,3,93,404473,Residencial
PROP00403,Departamento,Bogotá,Chicó,2,50,159281,Residencial
PROP00404,Casa,Bogotá,Chicó,3,323,1026235,Residencial
PROP00405,Departamento,Ciudad de México,Coyoacán,3,77,215259,Residencial
PROP00406,Departamento,Ciudad de México,Polanco,2,173,600070,Residencial
PROP00407,Casa,Bogotá,Chicó,3,153,480545,Residencial
PROP00408,Casa,Bogotá,Salitre,4,225,981273,Residencial
PROP00409,Departamento,Bogotá,Cedritos,2,56,203132,Residencial
PROP00410,Casa,Bogotá,Rosales,2,328,1543260,Residencial
PROP00411,Departamento,Bogotá,La Candelaria,2,125,483267,Residencial
PROP00412,Casa,Ciudad de México,Roma Norte,4,336,1047209,Residencial
PROP00413,Departamento,Bogotá,Usaquén,4,162,666053,Residencial
PROP00414,Casa,Bogotá,Cedritos,4,221,806334,Residencial
PROP00415,Comercial,Ciudad de México,Polanco,0,359,2808143,Comercial
PROP00416,Comercial,Bogotá,Santa Bárbara,0,133,749486,Comercial
PROP00417,Comercial,Bogotá,Rosales,0,599,3713282,Comercial
PROP00418,Departamento,Ciudad de México,Santa Fe,2,90,255851,Residencial
PROP00419,Departamento,Bogotá,Santa Bárbara,1,123,355247,Residencial
PROP00420,Departamento,Ciudad de México,Del Valle,1,69,180802,Residencial
PROP00421,Casa,Bogotá,La Candelaria,3,132,421694,Residencial
PROP00422,Comercial,Bogotá,Rosales,0,422,2408126,Comercial
PROP00423,Departamento,Bogotá,Rosales,2,148,426421,Residencial
PROP00424,Comercial,Bogotá,Chapinero,0,369,1778026,Comercial
PROP00425,Casa,Bogotá,Rosales,4,174,650296,Residencial
PROP00426,Comercial,Bogotá,Cedritos,0,296,1317730,Comercial
PROP00427,Comercial,Ciudad de México,Del Valle,0,196,934922,Comercial
PROP00428,Departamento,Ciudad de México,Lomas de Chapultepec,3,51,224228,Residencial
PROP00429,Departamento,Bogotá,Usaquén,1,157,484249,Residencial
PROP00430,Departamento,Ciudad de México,Lomas de Chapultepec,3,159,849841,Residencial
PROP00431,Departamento,Ciudad de México,Del Valle,1,81,398581,Residencial
PROP00432,Casa,Ciudad de México,Reforma,3,253,1092303,Residencial
PROP00433,Casa,Bogotá,Cedritos,3,385,1811857,Residencial
PROP00434,Comercial,Ciudad de México,Reforma,0,591,4105114,Comercial
PROP00435,Casa,Bogotá,Salitre,3,352,875574,Residencial
PROP00436,Departamento,Bogotá,Chapinero,3,74,273833,Residencial
PROP00437,Departamento,Ciudad de México,Condesa,2,177,569874,Residencial
PROP00438,Departamento,Ciudad de México,Lomas de Chapultepec,3,115,431279,Residencial
PROP00439,Departamento,Ciudad de México,Roma Norte,1,177,521796,Residencial
PROP00440,Departamento,Ciudad de México,Interlomas,1,165,382243,Residencial
PROP00441,Departamento,Bogotá,La Candelaria,4,142,359205,Residencial
PROP00442,Departamento,Ciudad de México,Polanco,2,62,240157,Residencial
PROP00443,Departamento,Bogotá,Usaquén,2,104,300118,Residencial
PROP00444,Casa,Bogotá,Zona T,4,245,751249,Residencial
PROP00445,Departamento,Bogotá,Cedritos,2,163,623584,Residencial
PROP00446,Departamento,Bogotá,Salitre,2,118,302678,Residencial
PROP00447,Departamento,Ciudad de México,Del Valle,3,87,420426,Residencial
PROP00448,Comercial,Bogotá,Cedritos,0,294,1254764,Comercial
PROP00449,Departamento,Ciudad de México,Interlomas,2,169,801926,Residencial
PROP00450,Departamento,Bogotá,El Poblado,2,62,139134,Residencial
PROP00451,Casa,Bogotá,Usaquén,4,181,831960,Residencial
PROP00452,Departamento,Ciudad de México,Coyoacán,2,104,504790,Residencial
PROP00453,Comercial,Bogotá,Zona T,0,324,1705269,Comercial
PROP00454,Departamento,Ciudad de México,Santa Fe,2,100,443662,Residencial
PROP00455,Departamento,Ciudad de México,Lomas de Chapultepec,3,80,369115,Residencial
PROP00456,Departamento,Bogotá,Chapinero,2,64,224357,Residencial
PROP00457,Casa,Ciudad de México,Coyoacán,3,282,1276781,Residencial
PROP00458,Departamento,Bogotá,Chapinero,1,89,247629,Residencial
PROP00459,Departamento,Ciudad de México,Reforma,2,68,319655,Residencial
PROP00460,Departamento,Bogotá,El Poblado,2,57,161925,Residencial
PROP00461,Departamento,Bogotá,Rosales,2,139,581658,Residencial
PROP00462,Departamento,Bogotá,Salitre,1,115,374719,Residencial
PROP00463,Casa,Ciudad de México,Coyoacán,3,219,739283,Residencial
PROP00464,Casa,Ciudad de México,Condesa,3,249,1191657,Residencial
PROP00465,Departamento,Ciudad de México,Del Valle,4,117,285965,Residencial
PROP00466,Departamento,Ciudad de México,Interlomas,3,49,169537,Residencial
PROP00467,Casa,Ciudad de México,Del Valle,4,202,716143,Residencial
PROP00468,Departamento,Ciudad de México,Condesa,2,95,264536,Residencial
PROP00469,Departamento,Bogotá,La Candelaria,1,108,367391,Residencial
PROP00470,Departamento,Ciudad de México,Reforma,3,114,409989,Residencial
PROP00471,Casa,Ciudad de México,Lomas de Chapultepec,4,224,861088,Residencial
PROP00472,Comercial,Bogotá,Cedritos,0,87,484657,Comercial
PROP00473,Casa,Ciudad de México,Del Valle,4,392,1778607,Residencial
PROP00474,Departamento,Bogotá,Cedritos,2,159,500104,Residencial
PROP00475,Departamento,Ciudad de México,Lomas de Chapultepec,1,138,351986,Residencial
PROP00476,Comercial,Ciudad de México,Reforma,0,524,3661405,Comercial
PROP00477,Departamento,Ciudad de México,Roma Norte,2,157,359319,Residencial
PROP00478,Comercial,Ciudad de México,Santa Fe,0,591,4643375,Comercial
PROP00479,Comercial,Bogotá,Cedritos,0,190,1009777,Comercial
PROP00480,Departamento,Ciudad de México,Coyoacán,3,178,641788,Residencial
PROP00481,Comercial,Bogotá,Chicó,0,393,1706603,Comercial
PROP00482,Departamento,Bogotá,Zona T,2,99,342895,Residencial
PROP00483,Casa,Ciudad de México,Interlomas,3,332,1179565,Residencial
PROP00484,Departamento,Ciudad de México,Lomas de Chapultepec,4,148,382622,Residencial
PROP00485,Departamento,Ciudad de México,Coyoacán,1,109,545640,Residencial
PROP00486,Casa,Bogotá,El Poblado,2,141,656421,Residencial
PROP00487,Casa,Ciudad de México,Polanco,4,314,941616,Residencial
PROP00488,Departamento,Ciudad de México,Lomas de Chapultepec,2,65,293333,Residencial
PROP00489,Departamento,Bogotá,La Candelaria,2,89,382164,Residencial
PROP00490,Departamento,Bogotá,Rosales,4,145,644986,Residencial
PROP00491,Departamento,Ciudad de México,Coyoacán,1,71,350321,Residencial
PROP00492,Departamento,Ciudad de México,Interlomas,3,73,265133,Residencial
PROP00493,Departamento,Ciudad de México,Interlomas,3,146,441754,Residencial
PROP00494,Departamento,Bogotá,Salitre,1,49,133016,Residencial
PROP00495,Departamento,Ciudad de México,San Ángel,3,145,372083,Residencial
PROP00496,Departamento,Ciudad de México,San Ángel,2,78,238061,Residencial
PROP00497,Departamento,Bogotá,Santa Bárbara,1,171,769101,Residencial
PROP00498,Departamento,Ciudad de México,Santa Fe,2,111,343385,Residencial
PROP00499,Comercial,Ciudad de México,Reforma,0,429,2482016,Comercial
PROP00500,Departamento,Bogotá,Santa Bárbara,3,96,185169,Residencial
PROP00501,Comercial,Bogotá,Chicó,0,318,1829481,Comercial
PROP00502,Casa,Bogotá,Usaquén,4,339,884856,Residencial
PROP00503,Casa,Ciudad de México,Lomas de Chapultepec,3,396,1418705,Residencial
PROP00504,Casa,Ciudad de México,Reforma,6,317,1298789,Residencial
PROP00505,Casa,Bogotá,Zona T,4,149,546516,Residencial
PROP00506,Departamento,Bogotá,Salitre,2,154,477613,Residencial
PROP00507,Departamento,Bogotá,Usaquén,3,97,274513,Residencial
PROP00508,Casa,Ciudad de México,Santa Fe,5,375,2180098,Residencial
PROP00509,Departamento,Ciudad de México,Lomas de Chapultepec,3,89,316441,Residencial
PROP00510,Casa,Ciudad de México,Santa Fe,3,352,1359562,Residencial
PROP00511,Departamento,Ciudad de México,Santa Fe,2,90,261742,Residencial
PROP00512,Casa,Ciudad de México,Roma Norte,2,283,1330168,Residencial
PROP00513,Departamento,Bogotá,Chapinero,3,48,104748,Residencial
PROP00514,Departamento,Ciudad de México,Polanco,3,103,326239,Residencial
PROP00515,Departamento,Ciudad de México,Santa Fe,1,173,742869,Residencial
PROP00516,Casa,Ciudad de México,San Ángel,4,306,1447147,Residencial
PROP00517,Comercial,Ciudad de México,Interlomas,0,328,2270910,Comercial
PROP00518,Departamento,Ciudad de México,Condesa,3,145,479061,Residencial
PROP00519,Casa,Ciudad de México,San Ángel,4,254,1323306,Residencial
PROP00520,Departamento,Ciudad de México,Coyoacán,2,63,158531,Residencial
PROP00521,Departamento,Ciudad de México,Interlomas,2,140,455726,Residencial
PROP00522,Departamento,Ciudad de México,Santa Fe,3,62,323036,Residencial
PROP00523,Departamento,Bogotá,Cedritos,3,73,239826,Residencial
PROP00524,Departamento,Bogotá,Santa Bárbara,3,105,407105,Residencial
PROP00525,Departamento,Ciudad de México,Coyoacán,3,113,339220,Residencial
PROP00526,Casa,Bogotá,Rosales,3,209,473457,Residencial
PROP00527,Casa,Bogotá,Chicó,4,391,1823047,Residencial
PROP00528,Departamento,Bogotá,Chapinero,1,163,595699,Residencial
PROP00529,Departamento,Ciudad de México,Condesa,2,55,199147,Residencial
PROP00530,Departamento,Bogotá,Cedritos,2,70,278804,Residencial
PROP00531,Departamento,Bogotá,Rosales,2,60,166869,Residencial
PROP00532,Departamento,Bogotá,Chicó,2,112,240630,Residencial
PROP00533,Departamento,Ciudad de México,Reforma,2,151,821121,Residencial
PROP00534,Comercial,Bogotá,Santa Bárbara,0,489,2635166,Comercial
PROP00535,Casa,Bogotá,Chapinero,4,381,1623863,Residencial
PROP00536,Departamento,Ciudad de México,Reforma,2,54,136594,Residencial
PROP00537,Departamento,Ciudad de México,Santa Fe,2,155,668745,Residencial
PROP00538,Departamento,Bogotá,Usaquén,3,158,668945,Residencial
PROP00539,Casa,Ciudad de México,San Ángel,3,220,1086769,Residencial
PROP00540,Departamento,Bogotá,Chicó,2,147,409600,Residencial
PROP00541,Departamento,Ciudad de México,San Ángel,2,156,348086,Residencial
PROP00542,Casa,Bogotá,El Poblado,3,211,687689,Residencial
PROP00543,Departamento,Bogotá,El Poblado,4,77,291896,Residencial
PROP00544,Departamento,Ciudad de México,Interlomas,1,97,401023,Residencial
PROP00545,Departamento,Ciudad de México,Del Valle,2,56,238434,Residencial
PROP00546,Departamento,Bogotá,Santa Bárbara,1,130,420361,Residencial
PROP00547,Departamento,Bogotá,Zona T,1,58,182807,Residencial
PROP00548,Departamento,Ciudad de México,Reforma,4,54,162209,Residencial
PROP00549,Departamento,Ciudad de México,Coyoacán,3,76,221890,Residencial
PROP00550,Departamento,Bogotá,El Poblado,1,140,404647,Residencial
PROP00551,Casa,Ciudad de México,San Ángel,5,135,682525,Residencial
PROP00552,Departamento,Bogotá,Chicó,1,51,112928,Residencial
PROP00553,Departamento,Bogotá,Santa Bárbara,1,159,556789,Residencial
PROP00554,Casa,Bogotá,Santa Bárbara,3,248,668491,Residencial
PROP00555,Casa,Bogotá,La Candelaria,4,178,394428,Residencial
PROP00556,Casa,Bogotá,Rosales,2,136,597046,Residencial
PROP00557,Departamento,Bogotá,La Candelaria,4,128,536322,Residencial
PROP00558,Departamento,Bogotá,El Poblado,2,116,469729,Residencial
PROP00559,Casa,Bogotá,Santa Bárbara,3,392,1664293,Residencial
PROP00560,Casa,Bogotá,Rosales,3,194,824324,Residencial
PROP00561,Departamento,Bogotá,La Candelaria,3,175,730692,Residencial
PROP00562,Comercial,Ciudad de México,San Ángel,0,442,3325613,Comercial
PROP00563,Departamento,Bogotá,Usaquén,3,64,209857,Residencial
PROP00564,Comercial,Ciudad de México,Lomas de Chapultepec,0,375,1787612,Comercial
PROP00565,Casa,Bogotá,Rosales,3,152,650027,Residencial
PROP00566,Casa,Bogotá,La Candelaria,3,227,918655,Residencial
PROP00567,Comercial,Ciudad de México,Del Valle,0,437,3932210,Comercial
PROP00568,Casa,Ciudad de México,Del Valle,4,218,1285060,Residencial
PROP00569,Departamento,Bogotá,El Poblado,3,60,115175,Residencial
PROP00570,Departamento,Bogotá,Usaquén,2,127,456877,Residencial
PROP00571,Departamento,Ciudad de México,Roma Norte,3,102,343809,Residencial
PROP00572,Departamento,Ciudad de México,Roma Norte,3,50,175918,Residencial
PROP00573,Casa,Ciudad de México,Santa Fe,3,360,1544043,Residencial
PROP00574,Departamento,Bogotá,Cedritos,2,119,353420,Residencial
PROP00575,Departamento,Bogotá,Chicó,3,157,304430,Residencial
PROP00576,Departamento,Ciudad de México,Santa Fe,2,109,326700,Residencial
PROP00577,Casa,Ciudad de México,Condesa,2,126,374987,Residencial
PROP00578,Departamento,Ciudad de México,Coyoacán,1,102,224627,Residencial
PROP00579,Departamento,Ciudad de México,Coyoacán,3,117,480526,Residencial
PROP00580,Departamento,Ciudad de México,Del Valle,2,134,435686,Residencial
PROP00581,Casa,Bogotá,El Poblado,4,166,800839,Residencial
PROP00582,Departamento,Bogotá,Santa Bárbara,3,123,422142,Residencial
PROP00583,Casa,Ciudad de México,Coyoacán,4,388,1261187,Residencial
PROP00584,Departamento,Bogotá,Chapinero,2,174,418213,Residencial
PROP00585,Departamento,Bogotá,Rosales,3,170,740487,Residencial
PROP00586,Comercial,Bogotá,Cedritos,0,236,1155329,Comercial
PROP00587,Departamento,Bogotá,Cedritos,2,52,119477,Residencial
PROP00588,Departamento,Bogotá,Zona T,3,132,251756,Residencial
PROP00589,Departamento,Ciudad de México,Polanco,2,67,326168,Residencial
PROP00590,Departamento,Bogotá,Zona T,2,87,384790,Residencial
PROP00591,Departamento,Ciudad de México,Coyoacán,3,47,205682,Residencial
PROP00592,Departamento,Bogotá,Santa Bárbara,2,79,300661,Residencial
PROP00593,Departamento,Bogotá,Chapinero,2,116,386079,Residencial
PROP00594,Departamento,Ciudad de México,Del Valle,4,54,170993,Residencial
PROP00595,Casa,Ciudad de México,Lomas de Chapultepec,3,353,2077436,Residencial
PROP00596,Casa,Bogotá,Cedritos,3,217,624610,Residencial
PROP00597,Departamento,Ciudad de México,Coyoacán,1,122,472352,Residencial
PROP00598,Departamento,Bogotá,El Poblado,3,170,751582,Residencial
PROP00599,Departamento,Ciudad de México,Reforma,2,78,312952,Residencial
PROP00600,Departamento,Bogotá,Zona T,2,97,198626,Residencial
PROP00601,Departamento,Bogotá,Rosales,2,161,535079,Residencial
PROP00602,Departamento,Ciudad de México,San Ángel,3,79,418268,Residencial
PROP00603,Departamento,Ciudad de México,Santa Fe,1,128,526452,Residencial
PROP00604,Departamento,Bogotá,La Candelaria,1,82,292425,Residencial
PROP00605,Departamento,Ciudad de México,Coyoacán,2,131,654663,Residencial
PROP00606,Comercial,Bogotá,Santa Bárbara,0,401,1460185,Comercial
PROP00607,Departamento,Ciudad de México,Polanco,3,117,310932,Residencial
PROP00608,Casa,Bogotá,Cedritos,3,171,712799,Residencial
PROP00609,Casa,Ciudad de México,Del Valle,2,171,784795,Residencial
PROP00610,Departamento,Bogotá,Cedritos,2,154,481137,Residencial
PROP00611,Departamento,Bogotá,Chicó,4,46,103338,Residencial
PROP00612,Departamento,Ciudad de México,San Ángel,2,102,518620,Residencial
PROP00613,Departamento,Ciudad de México,Roma Norte,1,92,347956,Residencial
PROP00614,Departamento,Ciudad de México,Interlomas,3,172,724030,Residencial
PROP00615,Casa,Bogotá,El Poblado,3,226,1002112,Residencial
PROP00616,Departamento,Bogotá,Chapinero,2,145,533452,Residencial
PROP00617,Departamento,Ciudad de México,Coyoacán,1,150,454356,Residencial
PROP00618,Casa,Bogotá,Zona T,4,166,423771,Residencial
PROP00619,Casa,Ciudad de México,Interlomas,5,185,547383,Residencial
PROP00620,Departamento,Bogotá,Chapinero,1,84,179957,Residencial
PROP00621,Casa,Ciudad de México,Condesa,2,238,1315402,Residencial
PROP00622,Departamento,Ciudad de México,Coyoacán,2,106,412581,Residencial
PROP00623,Departamento,Bogotá,Chicó,2,120,468425,Residencial
PROP00624,Departamento,Ciudad de México,San Ángel,3,137,435171,Residencial
PROP00625,Departamento,Ciudad de México,Roma Norte,3,162,773795,Residencial
PROP00626,Comercial,Ciudad de México,Polanco,0,309,1506321,Comercial
PROP00627,Departamento,Bogotá,La Candelaria,3,105,441704,Residencial
PROP00628,Departamento,Ciudad de México,Coyoacán,1,89,237950,Residencial
PROP00629,Departamento,Bogotá,Salitre,1,109,300171,Residencial
PROP00630,Departamento,Bogotá,Rosales,2,67,240895,Residencial
PROP00631,Departamento,Ciudad de México,San Ángel,2,88,420856,Residencial
PROP00632,Departamento,Ciudad de México,Del Valle,2,127,331537,Residencial
PROP00633,Casa,Bogotá,Salitre,4,154,575202,Residencial
PROP00634,Departamento,Ciudad de México,Coyoacán,1,69,334608,Residencial
PROP00635,Departamento,Ciudad de México,Lomas de Chapultepec,3,145,355643,Residencial
PROP00636,Departamento,Bogotá,Cedritos,3,64,182534,Residencial
PROP00637,Departamento,Ciudad de México,Lomas de Chapultepec,3,76,354429,Residencial
PROP00638,Departamento,Ciudad de México,Condesa,2,71,306895,Residencial
PROP00639,Casa,Ciudad de México,San Ángel,4,261,1258124,Residencial
PROP00640,Comercial,Bogotá,Chapinero,0,364,1816375,Comercial
PROP00641,Departamento,Bogotá,El Poblado,1,176,618430,Residencial
PROP00642,Departamento,Ciudad de México,Polanco,3,67,338336,Residencial
PROP00643,Casa,Bogotá,Salitre,4,125,366242,Residencial
PROP00644,Departamento,Bogotá,Rosales,3,149,439822,Residencial
PROP00645,Departamento,Ciudad de México,Condesa,1,126,309549,Residencial
